id,name,supertype,subtypes,level,hp,types,evolvesFrom,abilities,attacks,weaknesses,retreatCost,convertedRetreatCost,set,number,artist,rarity,flavorText,nationalPokedexNumbers,legalities,images,tcgplayer,cardmarket,evolvesTo,resistances,rules
base3-24,Kabutops,Pokémon,['Stage 2'],30,60,['Fighting'],Kabuto,,"[{'name': 'Sharp Sickle', 'cost': ['Fighting', 'Fighting'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}, {'name': 'Absorb', 'cost': ['Fighting', 'Fighting', 'Fighting', 'Fighting'], 'convertedEnergyCost': 4, 'damage': '40', 'text': 'Remove a number of damage counters from Kabutops equal to half the damage done to the Defending Pokémon (after applying Weakness and Resistance) (rounded up to the nearest 10). If Kabutops has fewer damage counters than that, remove all of them.'}]","[{'type': 'Grass', 'value': '×2'}]",['Colorless'],1.0,"{'id': 'base3', 'name': 'Fossil', 'series': 'Base', 'printedTotal': 62, 'total': 62, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'FO', 'releaseDate': '1999/10/10', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base3/symbol.png', 'logo': 'https://images.pokemontcg.io/base3/logo.png'}}",24,Ken Sugimori,Rare,Its sleek shape is perfect for swimming. It slashes prey with its claws and drains the body fluids. ,[141],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base3/24.png', 'large': 'https://images.pokemontcg.io/base3/24_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base3-24', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 12.71, 'mid': 16.11, 'high': 35.0, 'market': 17.57, 'directLow': None}, 'unlimited': {'low': 2.75, 'mid': 4.0, 'high': 9999.0, 'market': 4.95, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base3-24', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 13.95, 'lowPrice': 1.0, 'trendPrice': 4.8, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 13.84, 'lowPriceExPlus': 4.0, 'avg1': 12.99, 'avg7': 6.4, 'avg30': 11.65, 'reverseHoloAvg1': 14.0, 'reverseHoloAvg7': 14.21, 'reverseHoloAvg30': 12.07}}",,,
base3-25,Lapras,Pokémon,['Basic'],31,80,['Water'],,,"[{'name': 'Water Gun', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '10+', 'text': ""Does 10 damage plus 10 more damage for each Water Energy attached to Lapras but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.""}, {'name': 'Confuse Ray', 'cost': ['Water', 'Water'], 'convertedEnergyCost': 2, 'damage': '10', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Confused.'}]","[{'type': 'Lightning', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,"{'id': 'base3', 'name': 'Fossil', 'series': 'Base', 'printedTotal': 62, 'total': 62, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'FO', 'releaseDate': '1999/10/10', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base3/symbol.png', 'logo': 'https://images.pokemontcg.io/base3/logo.png'}}",25,Ken Sugimori,Rare,A Pokémon that has been overhunted almost to extinction. It can ferry people across water.,[131],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base3/25.png', 'large': 'https://images.pokemontcg.io/base3/25_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base3-25', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 12.0, 'mid': 21.0, 'high': 9999.0, 'market': 17.47, 'directLow': None}, 'unlimited': {'low': 2.5, 'mid': 5.13, 'high': 111.48, 'market': 6.78, 'directLow': 8.29}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base3-25', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 9.56, 'lowPrice': 0.9, 'trendPrice': 10.51, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 3.64, 'lowPriceExPlus': 5.0, 'avg1': 11.45, 'avg7': 7.97, 'avg30': 9.54, 'reverseHoloAvg1': 1.0, 'reverseHoloAvg7': 4.14, 'reverseHoloAvg30': 8.3}}",,,
base3-26,Magneton,Pokémon,['Stage 1'],35,80,['Lightning'],Magnemite,,"[{'name': 'Sonicboom', 'cost': ['Lightning', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ""Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)""}, {'name': 'Selfdestruct', 'cost': ['Lightning', 'Lightning', 'Lightning', 'Lightning'], 'convertedEnergyCost': 4, 'damage': '100', 'text': ""Does 20 damage to each Pokémon on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Magneton does 100 damage to itself.""}]","[{'type': 'Fighting', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,"{'id': 'base3', 'name': 'Fossil', 'series': 'Base', 'printedTotal': 62, 'total': 62, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'FO', 'releaseDate': '1999/10/10', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base3/symbol.png', 'logo': 'https://images.pokemontcg.io/base3/logo.png'}}",26,Ken Sugimori,Rare,Formed by several Magnemites linked together. They frequently appear when sunspots flare up.,[82],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base3/26.png', 'large': 'https://images.pokemontcg.io/base3/26_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base3-26', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 5.99, 'mid': 9.12, 'high': 20.0, 'market': 12.97, 'directLow': None}, 'unlimited': {'low': 1.89, 'mid': 4.5, 'high': 96.94, 'market': 5.36, 'directLow': 96.94}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base3-26', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 6.85, 'lowPrice': 0.95, 'trendPrice': 5.21, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 18.58, 'lowPriceExPlus': 4.99, 'avg1': 3.79, 'avg7': 5.1, 'avg30': 6.5, 'reverseHoloAvg1': 11.99, 'reverseHoloAvg7': 18.84, 'reverseHoloAvg30': 14.89}}",['Magnezone'],,
base3-27,Moltres,Pokémon,['Basic'],35,70,['Fire'],,,"[{'name': 'Wildfire', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""You may discard any number of Fire Energy cards attached to Moltres when you use this attack. If you do, discard that many cards from the top of your opponent's deck.""}, {'name': 'Dive Bomb', 'cost': ['Fire', 'Fire', 'Fire', 'Fire'], 'convertedEnergyCost': 4, 'damage': '80', 'text': 'Flip a coin. If tails, this attack does nothing.'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'base3', 'name': 'Fossil', 'series': 'Base', 'printedTotal': 62, 'total': 62, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'FO', 'releaseDate': '1999/10/10', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base3/symbol.png', 'logo': 'https://images.pokemontcg.io/base3/logo.png'}}",27,Mitsuhiro Arita,Rare,Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.,[146],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base3/27.png', 'large': 'https://images.pokemontcg.io/base3/27_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base3-27', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 12.68, 'mid': 19.99, 'high': 89.98, 'market': 24.21, 'directLow': 89.97}, 'unlimited': {'low': 4.28, 'mid': 7.55, 'high': 96.94, 'market': 8.84, 'directLow': 5.4}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base3-27', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 11.76, 'lowPrice': 0.49, 'trendPrice': 10.47, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 19.02, 'lowPriceExPlus': 7.0, 'avg1': 15.25, 'avg7': 11.21, 'avg30': 12.35, 'reverseHoloAvg1': 12.0, 'reverseHoloAvg7': 14.06, 'reverseHoloAvg30': 18.41}}",,"[{'type': 'Fighting', 'value': '-30'}]",
base3-28,Muk,Pokémon,['Stage 1'],34,70,['Grass'],Grimer,"[{'name': 'Toxic Gas', 'text': 'Ignore all Pokémon Powers other than Toxic Gases. This power stops working while Muk is Asleep, Confused, or Paralyzed.', 'type': 'Pokémon Power'}]","[{'name': 'Sludge', 'cost': ['Grass', 'Grass', 'Grass'], 'convertedEnergyCost': 3, 'damage': '30', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Poisoned.'}]","[{'type': 'Psychic', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,"{'id': 'base3', 'name': 'Fossil', 'series': 'Base', 'printedTotal': 62, 'total': 62, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'FO', 'releaseDate': '1999/10/10', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base3/symbol.png', 'logo': 'https://images.pokemontcg.io/base3/logo.png'}}",28,Mitsuhiro Arita,Rare,"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.",[89],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base3/28.png', 'large': 'https://images.pokemontcg.io/base3/28_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base3-28', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 6.5, 'mid': 24.99, 'high': 49.99, 'market': 12.53, 'directLow': None}, 'unlimited': {'low': 1.99, 'mid': 3.99, 'high': 9999.0, 'market': 5.25, 'directLow': 4.8}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base3-28', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 6.42, 'lowPrice': 0.2, 'trendPrice': 8.83, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 5.9, 'lowPriceExPlus': 4.49, 'avg1': 3.29, 'avg7': 8.74, 'avg30': 6.9, 'reverseHoloAvg1': 1.8, 'reverseHoloAvg7': 5.46, 'reverseHoloAvg30': 4.35}}",,,
base3-29,Raichu,Pokémon,['Stage 1'],45,90,['Lightning'],Pikachu,,"[{'name': 'Gigashock', 'cost': ['Lightning', 'Lightning', 'Lightning', 'Lightning'], 'convertedEnergyCost': 4, 'damage': '30', 'text': ""Choose 3 of your opponent's Benched Pokémon and this attack does 10 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.) If your opponent has fewer than 3 Benched Pokémon, do that damage to each of them.""}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1.0,"{'id': 'base3', 'name': 'Fossil', 'series': 'Base', 'printedTotal': 62, 'total': 62, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'FO', 'releaseDate': '1999/10/10', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base3/symbol.png', 'logo': 'https://images.pokemontcg.io/base3/logo.png'}}",29,Mitsuhiro Arita,Rare,Its long tail serves as a ground to protect itself from its own high voltage power.,[26],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base3/29.png', 'large': 'https://images.pokemontcg.io/base3/29_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base3-29', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 11.0, 'mid': 14.23, 'high': 19.95, 'market': 16.14, 'directLow': None}, 'unlimited': {'low': 2.5, 'mid': 5.0, 'high': 13.99, 'market': 7.25, 'directLow': 2.31}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base3-29', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 9.7, 'lowPrice': 0.8, 'trendPrice': 6.54, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 20.41, 'lowPriceExPlus': 2.5, 'avg1': 3.29, 'avg7': 6.7, 'avg30': 9.4, 'reverseHoloAvg1': 3.0, 'reverseHoloAvg7': 16.43, 'reverseHoloAvg30': 14.21}}",,,
base3-30,Zapdos,Pokémon,['Basic'],40,80,['Lightning'],,,"[{'name': 'Thunderstorm', 'cost': ['Lightning', 'Lightning', 'Lightning', 'Lightning'], 'convertedEnergyCost': 4, 'damage': '40', 'text': ""For each of your opponent's Benched Pokémon, flip a coin. If heads, this attack does 20 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Then, Zapdos does 10 damage times the number of tails to itself.""}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'base3', 'name': 'Fossil', 'series': 'Base', 'printedTotal': 62, 'total': 62, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'FO', 'releaseDate': '1999/10/10', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base3/symbol.png', 'logo': 'https://images.pokemontcg.io/base3/logo.png'}}",30,Mitsuhiro Arita,Rare,A legendary thunderbird Pokémon whose anger is said to cause storms. Some say it has lived above the clouds for thousands of years.,[145],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base3/30.png', 'large': 'https://images.pokemontcg.io/base3/30_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base3-30', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 12.39, 'mid': 21.62, 'high': 49.99, 'market': 22.65, 'directLow': None}, 'unlimited': {'low': 4.5, 'mid': 6.93, 'high': 9999.0, 'market': 7.24, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base3-30', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 11.68, 'lowPrice': 1.0, 'trendPrice': 9.8, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 14.19, 'lowPriceExPlus': 6.75, 'avg1': 1.0, 'avg7': 9.11, 'avg30': 9.63, 'reverseHoloAvg1': 39.99, 'reverseHoloAvg7': 11.0, 'reverseHoloAvg30': 11.13}}",,"[{'type': 'Fighting', 'value': '-30'}]",
base3-31,Arbok,Pokémon,['Stage 1'],27,60,['Grass'],Ekans,,"[{'name': 'Terror Strike', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '10', 'text': 'Flip a coin. If heads and if your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.)'}, {'name': 'Poison Fang', 'cost': ['Grass', 'Grass', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '20', 'text': 'The Defending Pokémon is now Poisoned.'}]","[{'type': 'Psychic', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,"{'id': 'base3', 'name': 'Fossil', 'series': 'Base', 'printedTotal': 62, 'total': 62, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'FO', 'releaseDate': '1999/10/10', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base3/symbol.png', 'logo': 'https://images.pokemontcg.io/base3/logo.png'}}",31,Ken Sugimori,Uncommon,It is rumored that the ferocious warning markings on its belly differ from area to area.,[24],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base3/31.png', 'large': 'https://images.pokemontcg.io/base3/31_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base3-31', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 1.39, 'mid': 3.04, 'high': 29.99, 'market': 6.14, 'directLow': 10.46}, 'unlimited': {'low': 0.25, 'mid': 0.66, 'high': 19.99, 'market': 0.9, 'directLow': 0.45}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base3-31', 'updatedAt': '2026/03/24', 'prices': {'averageSellPrice': 1.82, 'lowPrice': 0.05, 'trendPrice': 2.75, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 2.51, 'lowPriceExPlus': 0.15, 'avg1': 5.6, 'avg7': 2.91, 'avg30': 2.25, 'reverseHoloAvg1': 4.0, 'reverseHoloAvg7': 1.83, 'reverseHoloAvg30': 1.83}}",,,
base3-32,Cloyster,Pokémon,['Stage 1'],25,50,['Water'],Shellder,,"[{'name': 'Clamp', 'cost': ['Water', 'Water'], 'convertedEnergyCost': 2, 'damage': '30', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, this attack does nothing (not even damage).'}, {'name': 'Spike Cannon', 'cost': ['Water', 'Water'], 'convertedEnergyCost': 2, 'damage': '30×', 'text': 'Flip 2 coins. This attack does 30 damage times the number of heads.'}]","[{'type': 'Lightning', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,"{'id': 'base3', 'name': 'Fossil', 'series': 'Base', 'printedTotal': 62, 'total': 62, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'FO', 'releaseDate': '1999/10/10', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base3/symbol.png', 'logo': 'https://images.pokemontcg.io/base3/logo.png'}}",32,Kagemaru Himeno,Uncommon,"When attacked, it launches its horns in quick volleys. Its innards have never been seen.",[91],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base3/32.png', 'large': 'https://images.pokemontcg.io/base3/32_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base3-32', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 1.05, 'mid': 2.18, 'high': 96.95, 'market': 4.09, 'directLow': 39.97}, 'unlimited': {'low': 0.24, 'mid': 0.75, 'high': 4.96, 'market': 0.98, 'directLow': 0.46}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base3-32', 'updatedAt': '2026/03/24', 'prices': {'averageSellPrice': 1.7, 'lowPrice': 0.02, 'trendPrice': 1.51, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 0.2, 'avg1': 1.36, 'avg7': 1.34, 'avg30': 1.56, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,
base3-33,Gastly,Pokémon,['Basic'],17,50,['Psychic'],,,"[{'name': 'Lick', 'cost': ['Psychic'], 'convertedEnergyCost': 1, 'damage': '10', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}, {'name': 'Energy Conversion', 'cost': ['Psychic', 'Psychic'], 'convertedEnergyCost': 2, 'damage': '', 'text': 'Put up to 2 Energy cards from your discard pile into your hand. Gastly does 10 damage to itself.'}]",,,,"{'id': 'base3', 'name': 'Fossil', 'series': 'Base', 'printedTotal': 62, 'total': 62, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'FO', 'releaseDate': '1999/10/10', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base3/symbol.png', 'logo': 'https://images.pokemontcg.io/base3/logo.png'}}",33,Mitsuhiro Arita,Uncommon,"A mysterious Pokémon. Some say it is a lifeform from another dimension, while other believe it is formed from smog.",[92],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base3/33.png', 'large': 'https://images.pokemontcg.io/base3/33_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base3-33', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 0.99, 'mid': 3.99, 'high': 96.95, 'market': 9.04, 'directLow': 19.97}, 'unlimited': {'low': 0.2, 'mid': 0.8, 'high': 34.99, 'market': 1.44, 'directLow': 0.5}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base3-33', 'updatedAt': '2026/03/24', 'prices': {'averageSellPrice': 1.65, 'lowPrice': 0.05, 'trendPrice': 5.06, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 1.72, 'lowPriceExPlus': 0.35, 'avg1': 1.0, 'avg7': 7.16, 'avg30': 2.88, 'reverseHoloAvg1': 4.0, 'reverseHoloAvg7': 1.11, 'reverseHoloAvg30': 1.11}}",['Haunter'],"[{'type': 'Fighting', 'value': '-30'}]",
base3-34,Golbat,Pokémon,['Stage 1'],29,60,['Grass'],Zubat,,"[{'name': 'Wing Attack', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30', 'text': ''}, {'name': 'Leech Life', 'cost': ['Grass', 'Grass', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '20', 'text': 'Remove a number of damage counters from Golbat equal to the damage done to the Defending Pokémon (after applying Weakness and Resistance). If Golbat has fewer damage counters than that, remove all of them.'}]","[{'type': 'Psychic', 'value': '×2'}]",,,"{'id': 'base3', 'name': 'Fossil', 'series': 'Base', 'printedTotal': 62, 'total': 62, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'FO', 'releaseDate': '1999/10/10', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base3/symbol.png', 'logo': 'https://images.pokemontcg.io/base3/logo.png'}}",34,Kagemaru Himeno,Uncommon,"Once it strikes, it will not stop draining energy from the victim even if it gets too heavy to fly.",[42],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base3/34.png', 'large': 'https://images.pokemontcg.io/base3/34_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base3-34', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 1.79, 'mid': 5.52, 'high': 119.8, 'market': 10.72, 'directLow': 2.37}, 'unlimited': {'low': 0.15, 'mid': 0.5, 'high': 3.0, 'market': 0.72, 'directLow': 0.66}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base3-34', 'updatedAt': '2026/03/24', 'prices': {'averageSellPrice': 1.23, 'lowPrice': 0.02, 'trendPrice': 1.5, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 0.2, 'avg1': 0.59, 'avg7': 1.28, 'avg30': 1.36, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",['Crobat'],"[{'type': 'Fighting', 'value': '-30'}]",
base3-35,Golduck,Pokémon,['Stage 1'],27,70,['Water'],Psyduck,,"[{'name': 'Psyshock', 'cost': ['Psychic'], 'convertedEnergyCost': 1, 'damage': '10', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}, {'name': 'Hyper Beam', 'cost': ['Water', 'Water', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '20', 'text': 'If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.'}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1.0,"{'id': 'base3', 'name': 'Fossil', 'series': 'Base', 'printedTotal': 62, 'total': 62, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'FO', 'releaseDate': '1999/10/10', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base3/symbol.png', 'logo': 'https://images.pokemontcg.io/base3/logo.png'}}",35,Kagemaru Himeno,Uncommon,"Often seen swimming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa.",[55],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base3/35.png', 'large': 'https://images.pokemontcg.io/base3/35_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base3-35', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 1.39, 'mid': 3.12, 'high': 29.99, 'market': 10.76, 'directLow': 3.5}, 'unlimited': {'low': 0.25, 'mid': 0.75, 'high': 12.99, 'market': 1.25, 'directLow': 0.49}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base3-35', 'updatedAt': '2026/03/24', 'prices': {'averageSellPrice': 3.32, 'lowPrice': 0.05, 'trendPrice': 3.57, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.41, 'lowPriceExPlus': 0.15, 'avg1': 3.4, 'avg7': 3.87, 'avg30': 3.74, 'reverseHoloAvg1': 1.0, 'reverseHoloAvg7': 0.41, 'reverseHoloAvg30': 0.41}}",,,
base3-36,Golem,Pokémon,['Stage 2'],36,80,['Fighting'],Graveler,,"[{'name': 'Avalanche', 'cost': ['Fighting', 'Fighting', 'Fighting', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '60', 'text': ''}, {'name': 'Selfdestruct', 'cost': ['Fighting', 'Fighting', 'Fighting', 'Fighting'], 'convertedEnergyCost': 4, 'damage': '100', 'text': ""Does 20 damage to each Pokémon on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Golem does 100 damage to itself.""}]","[{'type': 'Grass', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless', 'Colorless']",4.0,"{'id': 'base3', 'name': 'Fossil', 'series': 'Base', 'printedTotal': 62, 'total': 62, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'FO', 'releaseDate': '1999/10/10', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base3/symbol.png', 'logo': 'https://images.pokemontcg.io/base3/logo.png'}}",36,Kagemaru Himeno,Uncommon,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.,[76],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base3/36.png', 'large': 'https://images.pokemontcg.io/base3/36_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base3-36', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 2.0, 'mid': 4.0, 'high': 29.99, 'market': 8.48, 'directLow': 3.49}, 'unlimited': {'low': 0.45, 'mid': 0.98, 'high': 28.99, 'market': 1.55, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base3-36', 'updatedAt': '2026/03/24', 'prices': {'averageSellPrice': 3.06, 'lowPrice': 0.04, 'trendPrice': 2.89, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 2.63, 'lowPriceExPlus': 0.48, 'avg1': 5.5, 'avg7': 2.39, 'avg30': 2.59, 'reverseHoloAvg1': 1.65, 'reverseHoloAvg7': 1.78, 'reverseHoloAvg30': 1.78}}",,,
